INDICATOR_CODE,DIAGNOSIS_GROUP_NUMBER,DIAGNOSIS_GROUP_DESCRIPTION,PROVIDER_CODE,PROVIDER_NAME,SPELLS,OBSERVED,EXPECTED
I00699,119,Other perinatal conditions,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,471,0,1.8372
I00699,119,Other perinatal conditions,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,414,14,1.7986
I00699,119,Other perinatal conditions,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,739,0,2.9736
I00699,119,Other perinatal conditions,RWJ,STOCKPORT NHS FOUNDATION TRUST,469,*,1.8245
I00699,119,Other perinatal conditions,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1073,0,4.1799
I00699,119,Other perinatal conditions,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,398,0,1.5495
I00699,119,Other perinatal conditions,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,462,*,1.8001
I00699,119,Other perinatal conditions,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,1017,*,3.9552
I00699,119,Other perinatal conditions,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,834,*,3.2457
I00699,119,Other perinatal conditions,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,1387,17,5.9382
I00699,119,Other perinatal conditions,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,510,0,1.9869
I00699,119,Other perinatal conditions,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",591,0,2.3025
I00699,119,Other perinatal conditions,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,303,*,1.2738
I00699,119,Other perinatal conditions,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,*,0,0.0078
I00699,119,Other perinatal conditions,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,909,*,3.5419
I00699,119,Other perinatal conditions,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,263,*,1.0189
I00699,119,Other perinatal conditions,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,793,*,3.0887
I00699,119,Other perinatal conditions,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,1503,*,6.5997
I00699,119,Other perinatal conditions,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2114,12,8.5089
I00699,119,Other perinatal conditions,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,1262,6,4.9123
I00699,119,Other perinatal conditions,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,1358,14,6.1926
I00699,119,Other perinatal conditions,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,846,7,3.5758
I00699,119,Other perinatal conditions,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,698,6,2.716
I00699,119,Other perinatal conditions,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,1285,9,5.1954
I00699,119,Other perinatal conditions,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,686,*,2.7666
I00699,119,Other perinatal conditions,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,1528,11,5.9477
I00699,119,Other perinatal conditions,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,787,*,3.2511
I00699,119,Other perinatal conditions,RBK,WALSALL HEALTHCARE NHS TRUST,601,0,2.3421
I00699,119,Other perinatal conditions,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,608,0,2.5554
I00699,119,Other perinatal conditions,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,1287,*,5.3691
I00699,119,Other perinatal conditions,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,405,0,1.5774
I00699,119,Other perinatal conditions,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,750,*,2.9276
I00699,119,Other perinatal conditions,RA3,WESTON AREA HEALTH NHS TRUST,*,0,0.0664
I00699,119,Other perinatal conditions,RKE,WHITTINGTON HEALTH NHS TRUST,442,7,1.8155
I00699,119,Other perinatal conditions,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,858,*,3.5301
I00699,119,Other perinatal conditions,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,943,*,3.6734
I00699,119,Other perinatal conditions,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",863,0,3.3629
I00699,119,Other perinatal conditions,RLQ,WYE VALLEY NHS TRUST,401,0,1.6519
I00699,119,Other perinatal conditions,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,173,*,0.6695
I00699,119,Other perinatal conditions,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,889,6,3.4628
I00699,120,Fracture of neck of femur (hip),REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,446,36,36.9664
I00699,120,Fracture of neck of femur (hip),RCF,AIREDALE NHS FOUNDATION TRUST,267,19,22.3269
I00699,120,Fracture of neck of femur (hip),RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,380,30,30.6411
I00699,120,Fracture of neck of femur (hip),RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",647,70,55.4304
I00699,120,Fracture of neck of femur (hip),RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,330,31,30.1819
I00699,120,Fracture of neck of femur (hip),R1H,BARTS HEALTH NHS TRUST,641,49,47.0627
I00699,120,Fracture of neck of femur (hip),RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,446,40,35.9862
I00699,120,Fracture of neck of femur (hip),RC1,BEDFORD HOSPITAL NHS TRUST,283,29,23.6081
I00699,120,Fracture of neck of femur (hip),RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,587,44,47.0904
I00699,120,Fracture of neck of femur (hip),RMC,BOLTON NHS FOUNDATION TRUST,425,17,33.995
I00699,120,Fracture of neck of femur (hip),RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,352,34,27.7326
I00699,120,Fracture of neck of femur (hip),RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,672,48,57.7761
I00699,120,Fracture of neck of femur (hip),RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,463,41,38.4379
I00699,120,Fracture of neck of femur (hip),RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,471,29,42.811
I00699,120,Fracture of neck of femur (hip),RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,465,38,37.6333
I00699,120,Fracture of neck of femur (hip),RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,479,32,36.1654
I00699,120,Fracture of neck of femur (hip),RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,458,25,38.6702
I00699,120,Fracture of neck of femur (hip),RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,436,34,35.2845
I00699,120,Fracture of neck of femur (hip),RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,398,33,30.7861
I00699,120,Fracture of neck of femur (hip),RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,906,62,75.0731
I00699,120,Fracture of neck of femur (hip),RJ6,CROYDON HEALTH SERVICES NHS TRUST,288,35,23.7073
I00699,120,Fracture of neck of femur (hip),RN7,DARTFORD AND GRAVESHAM NHS TRUST,334,38,26.9169
I00699,120,Fracture of neck of femur (hip),RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,567,43,55.6984
I00699,120,Fracture of neck of femur (hip),RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,297,26,24.0702
I00699,120,Fracture of neck of femur (hip),RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,472,40,37.0456
I00699,120,Fracture of neck of femur (hip),RJN,EAST CHESHIRE NHS TRUST,306,29,28.1763
I00699,120,Fracture of neck of femur (hip),RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,1017,66,89.7578
I00699,120,Fracture of neck of femur (hip),RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,521,53,44.7956
I00699,120,Fracture of neck of femur (hip),RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,1081,90,91.8629
I00699,120,Fracture of neck of femur (hip),RXC,EAST SUSSEX HEALTHCARE NHS TRUST,667,73,59.1012
I00699,120,Fracture of neck of femur (hip),RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,445,32,36.5145
I00699,120,Fracture of neck of femur (hip),RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,888,71,75.2454
I00699,120,Fracture of neck of femur (hip),RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,348,30,27.4668
I00699,120,Fracture of neck of femur (hip),RLT,GEORGE ELIOT HOSPITAL NHS TRUST,308,40,25.8375
I00699,120,Fracture of neck of femur (hip),RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,836,69,76.3509
I00699,120,Fracture of neck of femur (hip),RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,662,37,52.4917
I00699,120,Fracture of neck of femur (hip),RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,225,12,17.23
I00699,120,Fracture of neck of femur (hip),RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,533,65,47.9744
I00699,120,Fracture of neck of femur (hip),RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,239,30,21.5754
I00699,120,Fracture of neck of femur (hip),RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,96,11,6.4926
I00699,120,Fracture of neck of femur (hip),RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,662,67,55.337
I00699,120,Fracture of neck of femur (hip),RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,321,19,25.1321
I00699,120,Fracture of neck of femur (hip),R1F,ISLE OF WIGHT NHS TRUST,255,17,23.7925
I00699,120,Fracture of neck of femur (hip),RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,436,47,35.7967
I00699,120,Fracture of neck of femur (hip),RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,425,38,34.3869
I00699,120,Fracture of neck of femur (hip),RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,622,48,52.3318
I00699,120,Fracture of neck of femur (hip),RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,364,19,30.5609
I00699,120,Fracture of neck of femur (hip),RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,481,44,40.8733
I00699,120,Fracture of neck of femur (hip),RR8,LEEDS TEACHING HOSPITALS NHS TRUST,781,53,67.2483
I00699,120,Fracture of neck of femur (hip),RJ2,LEWISHAM AND GREENWICH NHS TRUST,629,37,48.1311
I00699,120,Fracture of neck of femur (hip),R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,538,34,45.4717
I00699,120,Fracture of neck of femur (hip),RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,335,31,28.9412
I00699,120,Fracture of neck of femur (hip),RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,593,43,51.5606
I00699,120,Fracture of neck of femur (hip),R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,658,60,45.227
I00699,120,Fracture of neck of femur (hip),RPA,MEDWAY NHS FOUNDATION TRUST,432,32,36.8982
I00699,120,Fracture of neck of femur (hip),RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,390,33,30.9448
I00699,120,Fracture of neck of femur (hip),RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,506,38,38.4482
I00699,120,Fracture of neck of femur (hip),RXF,MID YORKSHIRE HOSPITALS NHS TRUST,552,41,46.3629
I00699,120,Fracture of neck of femur (hip),RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,313,43,27.5182
I00699,120,Fracture of neck of femur (hip),RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,859,82,72.1325
I00699,120,Fracture of neck of femur (hip),RVJ,NORTH BRISTOL NHS TRUST,543,68,45.31
I00699,120,Fracture of neck of femur (hip),RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,489,40,41.2517
I00699,120,Fracture of neck of femur (hip),RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,304,14,22.1967
I00699,120,Fracture of neck of femur (hip),RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,439,38,38.5896
I00699,120,Fracture of neck of femur (hip),RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,724,66,58.8164
I00699,120,Fracture of neck of femur (hip),RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,392,30,34.6619
I00699,120,Fracture of neck of femur (hip),RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,325,26,26.8285
I00699,120,Fracture of neck of femur (hip),RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,542,52,46.568
I00699,120,Fracture of neck of femur (hip),RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,709,52,61.3803
I00699,120,Fracture of neck of femur (hip),RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,833,71,70.474
I00699,120,Fracture of neck of femur (hip),RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,765,57,60.9454
I00699,120,Fracture of neck of femur (hip),RW6,PENNINE ACUTE HOSPITALS NHS TRUST,809,79,68.6552
I00699,120,Fracture of neck of femur (hip),RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,912,57,96.0116
I00699,120,Fracture of neck of femur (hip),RHU,PORTSMOUTH HOSPITALS NHS TRUST,764,36,68.247
I00699,120,Fracture of neck of femur (hip),RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,482,30,37.6199
I00699,120,Fracture of neck of femur (hip),REF,ROYAL CORNWALL HOSPITALS NHS TRUST,728,72,71.3541
I00699,120,Fracture of neck of femur (hip),RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,619,34,49.5851
I00699,120,Fracture of neck of femur (hip),RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,618,49,52.9671
I00699,120,Fracture of neck of femur (hip),RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,425,34,34.5322
I00699,120,Fracture of neck of femur (hip),RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,341,21,26.1704
I00699,120,Fracture of neck of femur (hip),RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,561,31,48.7913
I00699,120,Fracture of neck of femur (hip),RM3,SALFORD ROYAL NHS FOUNDATION TRUST,353,26,28.9771
I00699,120,Fracture of neck of femur (hip),RNZ,SALISBURY NHS FOUNDATION TRUST,339,26,31.6176
I00699,120,Fracture of neck of femur (hip),RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,376,33,28.1959
I00699,120,Fracture of neck of femur (hip),RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,611,65,52.3953
I00699,120,Fracture of neck of femur (hip),RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,452,45,40.298
I00699,120,Fracture of neck of femur (hip),RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,651,61,57.6956
I00699,120,Fracture of neck of femur (hip),RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,501,39,39.4449
I00699,120,Fracture of neck of femur (hip),RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,203,11,16.555
I00699,120,Fracture of neck of femur (hip),RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,403,41,36.1767
I00699,120,Fracture of neck of femur (hip),RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,542,57,51.693
I00699,120,Fracture of neck of femur (hip),RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,324,38,26.7389
I00699,120,Fracture of neck of femur (hip),RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,309,21,22.0227
I00699,120,Fracture of neck of femur (hip),RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,477,48,42.2303
I00699,120,Fracture of neck of femur (hip),RWJ,STOCKPORT NHS FOUNDATION TRUST,398,35,35.665
I00699,120,Fracture of neck of femur (hip),RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,528,42,45.2024
I00699,120,Fracture of neck of femur (hip),RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,288,31,25.5571
I00699,120,Fracture of neck of femur (hip),RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,437,38,37.6241
I00699,120,Fracture of neck of femur (hip),RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,538,58,44.0954
I00699,120,Fracture of neck of femur (hip),RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,238,20,18.3199
I00699,120,Fracture of neck of femur (hip),RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,387,37,31.5587
I00699,120,Fracture of neck of femur (hip),RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,392,47,31.0329
I00699,120,Fracture of neck of femur (hip),RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",434,29,38.0926
I00699,120,Fracture of neck of femur (hip),RFR,THE ROTHERHAM NHS FOUNDATION TRUST,303,20,23.7367
I00699,120,Fracture of neck of femur (hip),RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,38,*,2.0568
I00699,120,Fracture of neck of femur (hip),RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,514,58,45.0667
I00699,120,Fracture of neck of femur (hip),RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,474,33,40.2689
I00699,120,Fracture of neck of femur (hip),RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,845,87,66.0095
I00699,120,Fracture of neck of femur (hip),RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,174,*,11.0459
I00699,120,Fracture of neck of femur (hip),RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,662,51,64.5866
I00699,120,Fracture of neck of femur (hip),RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,1507,161,127.1689
I00699,120,Fracture of neck of femur (hip),RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,356,37,29.4347
I00699,120,Fracture of neck of femur (hip),RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,532,62,45.8082
I00699,120,Fracture of neck of femur (hip),RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,990,73,86.8163
I00699,120,Fracture of neck of femur (hip),RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,875,74,72.5975
I00699,120,Fracture of neck of femur (hip),RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,509,51,41.2621
I00699,120,Fracture of neck of femur (hip),RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,792,41,63.6506
I00699,120,Fracture of neck of femur (hip),RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,574,38,45.0552
I00699,120,Fracture of neck of femur (hip),RBK,WALSALL HEALTHCARE NHS TRUST,349,35,28.7083
I00699,120,Fracture of neck of femur (hip),RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,347,35,28.5854
I00699,120,Fracture of neck of femur (hip),RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,477,45,41.067
I00699,120,Fracture of neck of femur (hip),RGR,WEST SUFFOLK NHS FOUNDATION TRUST,385,35,32.9599
I00699,120,Fracture of neck of femur (hip),RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,843,93,75.2238
I00699,120,Fracture of neck of femur (hip),RA3,WESTON AREA HEALTH NHS TRUST,332,23,27.5378
I00699,120,Fracture of neck of femur (hip),RKE,WHITTINGTON HEALTH NHS TRUST,187,10,13.7848
I00699,120,Fracture of neck of femur (hip),RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,489,42,44.4904
I00699,120,Fracture of neck of femur (hip),RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,704,58,58.0198
I00699,120,Fracture of neck of femur (hip),RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",391,40,31.07
I00699,120,Fracture of neck of femur (hip),RLQ,WYE VALLEY NHS TRUST,334,39,27.8971
I00699,120,Fracture of neck of femur (hip),RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,313,26,25.579
I00699,120,Fracture of neck of femur (hip),RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,831,63,71.2999
I00699,121,Fracture of upper limb,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,636,9,6.0715
I00699,121,Fracture of upper limb,RCF,AIREDALE NHS FOUNDATION TRUST,278,*,3.003
I00699,121,Fracture of upper limb,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,317,*,4.5692
I00699,121,Fracture of upper limb,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",607,*,7.1774
I00699,121,Fracture of upper limb,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,461,*,3.9138
I00699,121,Fracture of upper limb,R1H,BARTS HEALTH NHS TRUST,1312,8,8.9266
I00699,121,Fracture of upper limb,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,658,9,6.0223
I00699,121,Fracture of upper limb,RC1,BEDFORD HOSPITAL NHS TRUST,328,*,3.023
I00699,121,Fracture of upper limb,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,497,8,5.7003
I00699,121,Fracture of upper limb,RMC,BOLTON NHS FOUNDATION TRUST,485,*,3.7072
I00699,121,Fracture of upper limb,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,969,7,4.7811
I00699,121,Fracture of upper limb,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,684,10,8.4146
I00699,121,Fracture of upper limb,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,547,*,3.9838
I00699,121,Fracture of upper limb,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,672,6,7.3994
I00699,121,Fracture of upper limb,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,688,*,7.0482
I00699,121,Fracture of upper limb,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,842,7,8.2927
I00699,121,Fracture of upper limb,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,478,8,5.4977
I00699,121,Fracture of upper limb,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,614,11,4.5655
I00699,121,Fracture of upper limb,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,493,*,3.4756
I00699,121,Fracture of upper limb,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,1195,7,9.0305
I00699,121,Fracture of upper limb,RJ6,CROYDON HEALTH SERVICES NHS TRUST,417,*,3.6793
I00699,121,Fracture of upper limb,RN7,DARTFORD AND GRAVESHAM NHS TRUST,431,*,3.0529
I00699,121,Fracture of upper limb,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,914,7,7.888
I00699,121,Fracture of upper limb,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,406,6,3.5121
I00699,121,Fracture of upper limb,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,1351,*,7.1898
I00699,121,Fracture of upper limb,RJN,EAST CHESHIRE NHS TRUST,259,*,2.1982
I00699,121,Fracture of upper limb,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,879,8,9.321
I00699,121,Fracture of upper limb,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,660,10,5.3665
I00699,121,Fracture of upper limb,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,995,6,9.2322
I00699,121,Fracture of upper limb,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,551,10,8.6043
I00699,121,Fracture of upper limb,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,750,*,8.2296
I00699,121,Fracture of upper limb,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,1466,17,13.3457
I00699,121,Fracture of upper limb,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,425,*,4.2439
I00699,121,Fracture of upper limb,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,279,*,3.144
I00699,121,Fracture of upper limb,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,1040,13,9.2696
I00699,121,Fracture of upper limb,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,504,*,6.1884
I00699,121,Fracture of upper limb,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,688,*,3.4871
I00699,121,Fracture of upper limb,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,767,*,6.4664
I00699,121,Fracture of upper limb,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,344,*,3.32
I00699,121,Fracture of upper limb,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,204,*,2.0374
I00699,121,Fracture of upper limb,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,946,*,6.7098
I00699,121,Fracture of upper limb,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,546,*,4.9797
I00699,121,Fracture of upper limb,R1F,ISLE OF WIGHT NHS TRUST,207,*,2.2529
I00699,121,Fracture of upper limb,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,246,*,2.6917
I00699,121,Fracture of upper limb,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,409,8,4.3783
I00699,121,Fracture of upper limb,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,851,11,8.9442
I00699,121,Fracture of upper limb,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,495,*,6.0646
I00699,121,Fracture of upper limb,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,547,*,3.3541
I00699,121,Fracture of upper limb,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,1250,7,8.5875
